"LOCATION","Country","SEX","Sex","AGE","Age","TIME","Time","Value","Flag Codes","Flags"
"TUR","Türkiye","T","Total","30_34","30 to 34","2043","2043",6457640,,
"TUR","Türkiye","T","Total","30_34","30 to 34","2044","2044",6491557,,
"TUR","Türkiye","T","Total","30_34","30 to 34","2045","2045",6568384,,
"GBR","United Kingdom","T","Total","30_34","30 to 34","2022","2022",4598691,,
"GBR","United Kingdom","T","Total","30_34","30 to 34","2023","2023",4584063,,
"GBR","United Kingdom","T","Total","30_34","30 to 34","2024","2024",4576586,,
"GBR","United Kingdom","T","Total","30_34","30 to 34","2025","2025",4538118,,
"GBR","United Kingdom","T","Total","30_34","30 to 34","2026","2026",4487256,,
"GBR","United Kingdom","T","Total","30_34","30 to 34","2027","2027",4455796,,
"GBR","United Kingdom","T","Total","30_34","30 to 34","2028","2028",4430945,,
"GBR","United Kingdom","T","Total","30_34","30 to 34","2029","2029",4398946,,
"GBR","United Kingdom","T","Total","30_34","30 to 34","2030","2030",4368343,,
"GBR","United Kingdom","T","Total","30_34","30 to 34","2031","2031",4315114,,
"GBR","United Kingdom","T","Total","30_34","30 to 34","2032","2032",4233533,,
"GBR","United Kingdom","T","Total","30_34","30 to 34","2033","2033",4180787,,
"GBR","United Kingdom","T","Total","30_34","30 to 34","2034","2034",4155374,,
"GBR","United Kingdom","T","Total","30_34","30 to 34","2035","2035",4164370,,
"GBR","United Kingdom","T","Total","30_34","30 to 34","2036","2036",4220002,,
"GBR","United Kingdom","T","Total","30_34","30 to 34","2037","2037",4316455,,
"GBR","United Kingdom","T","Total","30_34","30 to 34","2038","2038",4431621,,
"GBR","United Kingdom","T","Total","30_34","30 to 34","2039","2039",4522061,,
"GBR","United Kingdom","T","Total","30_34","30 to 34","2040","2040",4609273,,
"GBR","United Kingdom","T","Total","30_34","30 to 34","2041","2041",4683741,,
"GBR","United Kingdom","T","Total","30_34","30 to 34","2042","2042",4756011,,
"GBR","United Kingdom","T","Total","30_34","30 to 34","2043","2043",4777184,,
"GBR","United Kingdom","T","Total","30_34","30 to 34","2044","2044",4787305,,
"GBR","United Kingdom","T","Total","30_34","30 to 34","2045","2045",4783090,,
"USA","United States","T","Total","30_34","30 to 34","2022","2022",23946282,,
"USA","United States","T","Total","30_34","30 to 34","2023","2023",24215811,,
"USA","United States","T","Total","30_34","30 to 34","2024","2024",24316541,,
"USA","United States","T","Total","30_34","30 to 34","2025","2025",24146674,,
"USA","United States","T","Total","30_34","30 to 34","2026","2026",23872502,,
"USA","United States","T","Total","30_34","30 to 34","2027","2027",23641609,,
"USA","United States","T","Total","30_34","30 to 34","2028","2028",23505866,,
"USA","United States","T","Total","30_34","30 to 34","2029","2029",23422567,,
"USA","United States","T","Total","30_34","30 to 34","2030","2030",23479557,,
"USA","United States","T","Total","30_34","30 to 34","2031","2031",23553719,,
"USA","United States","T","Total","30_34","30 to 34","2032","2032",23552488,,
"USA","United States","T","Total","30_34","30 to 34","2033","2033",23573325,,
"USA","United States","T","Total","30_34","30 to 34","2034","2034",23621174,,
"USA","United States","T","Total","30_34","30 to 34","2035","2035",23592547,,
"USA","United States","T","Total","30_34","30 to 34","2036","2036",23636458,,
"USA","United States","T","Total","30_34","30 to 34","2037","2037",23811379,,
"USA","United States","T","Total","30_34","30 to 34","2038","2038",23950202,,
"USA","United States","T","Total","30_34","30 to 34","2039","2039",23931406,,
"USA","United States","T","Total","30_34","30 to 34","2040","2040",23918664,,
"USA","United States","T","Total","30_34","30 to 34","2041","2041",23893923,,
"USA","United States","T","Total","30_34","30 to 34","2042","2042",23787935,,
"USA","United States","T","Total","30_34","30 to 34","2043","2043",23692478,,
"USA","United States","T","Total","30_34","30 to 34","2044","2044",23732017,,
"USA","United States","T","Total","30_34","30 to 34","2045","2045",23775363,,
"CHL","Chile","T","Total","30_34","30 to 34","2022","2022",1696451,,
"CHL","Chile","T","Total","30_34","30 to 34","2023","2023",1709514,,
"CHL","Chile","T","Total","30_34","30 to 34","2024","2024",1699578,,
"CHL","Chile","T","Total","30_34","30 to 34","2025","2025",1676549,,
"CHL","Chile","T","Total","30_34","30 to 34","2026","2026",1639534,,
"CHL","Chile","T","Total","30_34","30 to 34","2027","2027",1600659,,
"CHL","Chile","T","Total","30_34","30 to 34","2028","2028",1561238,,
"CHL","Chile","T","Total","30_34","30 to 34","2029","2029",1519492,,
"CHL","Chile","T","Total","30_34","30 to 34","2030","2030",1475596,,
"CHL","Chile","T","Total","30_34","30 to 34","2031","2031",1433102,,
"CHL","Chile","T","Total","30_34","30 to 34","2032","2032",1392600,,
"CHL","Chile","T","Total","30_34","30 to 34","2033","2033",1353257,,
"CHL","Chile","T","Total","30_34","30 to 34","2034","2034",1316853,,
"CHL","Chile","T","Total","30_34","30 to 34","2035","2035",1285958,,
"CHL","Chile","T","Total","30_34","30 to 34","2036","2036",1262107,,
"CHL","Chile","T","Total","30_34","30 to 34","2037","2037",1250099,,
"CHL","Chile","T","Total","30_34","30 to 34","2038","2038",1253138,,
"CHL","Chile","T","Total","30_34","30 to 34","2039","2039",1267795,,
"CHL","Chile","T","Total","30_34","30 to 34","2040","2040",1288034,,
"CHL","Chile","T","Total","30_34","30 to 34","2041","2041",1306998,,
"CHL","Chile","T","Total","30_34","30 to 34","2042","2042",1317169,,
"CHL","Chile","T","Total","30_34","30 to 34","2043","2043",1316682,,
"CHL","Chile","T","Total","30_34","30 to 34","2044","2044",1311113,,
"CHL","Chile","T","Total","30_34","30 to 34","2045","2045",1308180,,
"COL","Colombia","T","Total","30_34","30 to 34","2022","2022",4085699,,
"COL","Colombia","T","Total","30_34","30 to 34","2023","2023",4181013,,
"COL","Colombia","T","Total","30_34","30 to 34","2024","2024",4266296,,
"COL","Colombia","T","Total","30_34","30 to 34","2025","2025",4337144,,
"COL","Colombia","T","Total","30_34","30 to 34","2026","2026",4391682,,
"COL","Colombia","T","Total","30_34","30 to 34","2027","2027",4429433,,
"COL","Colombia","T","Total","30_34","30 to 34","2028","2028",4448870,,
"COL","Colombia","T","Total","30_34","30 to 34","2029","2029",4449161,,
"COL","Colombia","T","Total","30_34","30 to 34","2030","2030",4430565,,
"COL","Colombia","T","Total","30_34","30 to 34","2031","2031",4394276,,
"COL","Colombia","T","Total","30_34","30 to 34","2032","2032",4343459,,
"COL","Colombia","T","Total","30_34","30 to 34","2033","2033",4282683,,
"COL","Colombia","T","Total","30_34","30 to 34","2034","2034",4217885,,
"COL","Colombia","T","Total","30_34","30 to 34","2035","2035",4154624,,
"COL","Colombia","T","Total","30_34","30 to 34","2036","2036",4097234,,
"COL","Colombia","T","Total","30_34","30 to 34","2037","2037",4048148,,
"COL","Colombia","T","Total","30_34","30 to 34","2038","2038",4008690,,
"COL","Colombia","T","Total","30_34","30 to 34","2039","2039",3978920,,
"COL","Colombia","T","Total","30_34","30 to 34","2040","2040",3958165,,
"COL","Colombia","T","Total","30_34","30 to 34","2041","2041",3945115,,
"COL","Colombia","T","Total","30_34","30 to 34","2042","2042",3938348,,
"COL","Colombia","T","Total","30_34","30 to 34","2043","2043",3936296,,
"COL","Colombia","T","Total","30_34","30 to 34","2044","2044",3937214,,
"COL","Colombia","T","Total","30_34","30 to 34","2045","2045",3939551,,
"CRI","Costa Rica","T","Total","30_34","30 to 34","2022","2022",448591.210710954,,
"CRI","Costa Rica","T","Total","30_34","30 to 34","2023","2023",450449.563492772,,
"CRI","Costa Rica","T","Total","30_34","30 to 34","2024","2024",447559.289162172,,
"CRI","Costa Rica","T","Total","30_34","30 to 34","2025","2025",444254.885272097,,
"CRI","Costa Rica","T","Total","30_34","30 to 34","2026","2026",443332.074119254,,
"CRI","Costa Rica","T","Total","30_34","30 to 34","2027","2027",440761.622767365,,
"CRI","Costa Rica","T","Total","30_34","30 to 34","2028","2028",434982.143575577,,
"CRI","Costa Rica","T","Total","30_34","30 to 34","2029","2029",430098.862044112,,
"CRI","Costa Rica","T","Total","30_34","30 to 34","2030","2030",427074.34888936,,
"CRI","Costa Rica","T","Total","30_34","30 to 34","2031","2031",422695.442153511,,
"CRI","Costa Rica","T","Total","30_34","30 to 34","2032","2032",417135.069406197,,
"CRI","Costa Rica","T","Total","30_34","30 to 34","2033","2033",409056.797975955,,
"CRI","Costa Rica","T","Total","30_34","30 to 34","2034","2034",404043.937586977,,
"CRI","Costa Rica","T","Total","30_34","30 to 34","2035","2035",395500.063166134,,
"CRI","Costa Rica","T","Total","30_34","30 to 34","2036","2036",388643.30666146,,
"CRI","Costa Rica","T","Total","30_34","30 to 34","2037","2037",385335.89728951,,
"CRI","Costa Rica","T","Total","30_34","30 to 34","2038","2038",388708.177464831,,
"CRI","Costa Rica","T","Total","30_34","30 to 34","2039","2039",390654.566545907,,
"CRI","Costa Rica","T","Total","30_34","30 to 34","2040","2040",392494.089578288,,
"CRI","Costa Rica","T","Total","30_34","30 to 34","2041","2041",390944.537664298,,
"CRI","Costa Rica","T","Total","30_34","30 to 34","2042","2042",392376.120583878,,
"CRI","Costa Rica","T","Total","30_34","30 to 34","2043","2043",392748.102833558,,
"CRI","Costa Rica","T","Total","30_34","30 to 34","2044","2044",391735.51161731,,
"CRI","Costa Rica","T","Total","30_34","30 to 34","2045","2045",391991.350213898,,
"EST","Estonia","T","Total","30_34","30 to 34","2022","2022",100729,,
"EST","Estonia","T","Total","30_34","30 to 34","2023","2023",98692,,
"EST","Estonia","T","Total","30_34","30 to 34","2024","2024",92798,,
"EST","Estonia","T","Total","30_34","30 to 34","2025","2025",86264,,
"EST","Estonia","T","Total","30_34","30 to 34","2026","2026",80965,,
"EST","Estonia","T","Total","30_34","30 to 34","2027","2027",76414,,
"EST","Estonia","T","Total","30_34","30 to 34","2028","2028",72504,,
"EST","Estonia","T","Total","30_34","30 to 34","2029","2029",70037,,
"EST","Estonia","T","Total","30_34","30 to 34","2030","2030",68778,,
"EST","Estonia","T","Total","30_34","30 to 34","2031","2031",68051,,
"EST","Estonia","T","Total","30_34","30 to 34","2032","2032",67768,,
"EST","Estonia","T","Total","30_34","30 to 34","2033","2033",68291,,
"EST","Estonia","T","Total","30_34","30 to 34","2034","2034",69406,,
"EST","Estonia","T","Total","30_34","30 to 34","2035","2035",70907,,
"EST","Estonia","T","Total","30_34","30 to 34","2036","2036",72788,,
"EST","Estonia","T","Total","30_34","30 to 34","2037","2037",75322,,
"EST","Estonia","T","Total","30_34","30 to 34","2038","2038",78323,,
"EST","Estonia","T","Total","30_34","30 to 34","2039","2039",80988,,
"EST","Estonia","T","Total","30_34","30 to 34","2040","2040",82915,,
"EST","Estonia","T","Total","30_34","30 to 34","2041","2041",83952,,
"EST","Estonia","T","Total","30_34","30 to 34","2042","2042",83653,,
"EST","Estonia","T","Total","30_34","30 to 34","2043","2043",82377,,
"EST","Estonia","T","Total","30_34","30 to 34","2044","2044",80933,,
"EST","Estonia","T","Total","30_34","30 to 34","2045","2045",79670,,
"ISR","Israel","T","Total","30_34","30 to 34","2022","2022",609940,,
"ISR","Israel","T","Total","30_34","30 to 34","2023","2023",616319,,
"ISR","Israel","T","Total","30_34","30 to 34","2024","2024",622135,,
"ISR","Israel","T","Total","30_34","30 to 34","2025","2025",627433,,
"ISR","Israel","T","Total","30_34","30 to 34","2026","2026",633917,,
"ISR","Israel","T","Total","30_34","30 to 34","2027","2027",642536,,
"ISR","Israel","T","Total","30_34","30 to 34","2028","2028",653620,,
"ISR","Israel","T","Total","30_34","30 to 34","2029","2029",666489,,
"ISR","Israel","T","Total","30_34","30 to 34","2030","2030",681559,,
"ISR","Israel","T","Total","30_34","30 to 34","2031","2031",696918,,
"ISR","Israel","T","Total","30_34","30 to 34","2032","2032",710989,,
"ISR","Israel","T","Total","30_34","30 to 34","2033","2033",726173,,
"ISR","Israel","T","Total","30_34","30 to 34","2034","2034",741226,,
"ISR","Israel","T","Total","30_34","30 to 34","2035","2035",753148,,
"ISR","Israel","T","Total","30_34","30 to 34","2036","2036",764667,,
"ISR","Israel","T","Total","30_34","30 to 34","2037","2037",778132,,
"ISR","Israel","T","Total","30_34","30 to 34","2038","2038",791056,,
"ISR","Israel","T","Total","30_34","30 to 34","2039","2039",806587,,
"ISR","Israel","T","Total","30_34","30 to 34","2040","2040",827665,,
"ISR","Israel","T","Total","30_34","30 to 34","2041","2041",849170,,
"ISR","Israel","T","Total","30_34","30 to 34","2042","2042",869199,,
"ISR","Israel","T","Total","30_34","30 to 34","2043","2043",887723,,
"ISR","Israel","T","Total","30_34","30 to 34","2044","2044",903676,,
"ISR","Israel","T","Total","30_34","30 to 34","2045","2045",917413,,
"LVA","Latvia","T","Total","30_34","30 to 34","2022","2022",132231,,
"LVA","Latvia","T","Total","30_34","30 to 34","2023","2023",127949,,
"LVA","Latvia","T","Total","30_34","30 to 34","2024","2024",120008,,
"LVA","Latvia","T","Total","30_34","30 to 34","2025","2025",110701,,
"LVA","Latvia","T","Total","30_34","30 to 34","2026","2026",100783,,
"LVA","Latvia","T","Total","30_34","30 to 34","2027","2027",90942,,
"LVA","Latvia","T","Total","30_34","30 to 34","2028","2028",82644,,
"LVA","Latvia","T","Total","30_34","30 to 34","2029","2029",77087,,
"LVA","Latvia","T","Total","30_34","30 to 34","2030","2030",74100,,
"LVA","Latvia","T","Total","30_34","30 to 34","2031","2031",72889,,
"LVA","Latvia","T","Total","30_34","30 to 34","2032","2032",72762,,
"LVA","Latvia","T","Total","30_34","30 to 34","2033","2033",73827,,
"LVA","Latvia","T","Total","30_34","30 to 34","2034","2034",74969,,
"LVA","Latvia","T","Total","30_34","30 to 34","2035","2035",75856,,
"LVA","Latvia","T","Total","30_34","30 to 34","2036","2036",77745,,
"LVA","Latvia","T","Total","30_34","30 to 34","2037","2037",80670,,
"LVA","Latvia","T","Total","30_34","30 to 34","2038","2038",84002,,
"LVA","Latvia","T","Total","30_34","30 to 34","2039","2039",86808,,
"LVA","Latvia","T","Total","30_34","30 to 34","2040","2040",87603,,
"LVA","Latvia","T","Total","30_34","30 to 34","2041","2041",86606,,
"LVA","Latvia","T","Total","30_34","30 to 34","2042","2042",85360,,
"LVA","Latvia","T","Total","30_34","30 to 34","2043","2043",84288,,
"LVA","Latvia","T","Total","30_34","30 to 34","2044","2044",84701,,
"LVA","Latvia","T","Total","30_34","30 to 34","2045","2045",87395,,
"LTU","Lithuania","T","Total","30_34","30 to 34","2022","2022",199280,,
"LTU","Lithuania","T","Total","30_34","30 to 34","2023","2023",201430,,
"LTU","Lithuania","T","Total","30_34","30 to 34","2024","2024",197390,,
"LTU","Lithuania","T","Total","30_34","30 to 34","2025","2025",190046,,
"LTU","Lithuania","T","Total","30_34","30 to 34","2026","2026",181313,,
"LTU","Lithuania","T","Total","30_34","30 to 34","2027","2027",171944,,
"LTU","Lithuania","T","Total","30_34","30 to 34","2028","2028",163774,,
"LTU","Lithuania","T","Total","30_34","30 to 34","2029","2029",158306,,
"LTU","Lithuania","T","Total","30_34","30 to 34","2030","2030",153232,,
"LTU","Lithuania","T","Total","30_34","30 to 34","2031","2031",146916,,
"LTU","Lithuania","T","Total","30_34","30 to 34","2032","2032",139945,,
"LTU","Lithuania","T","Total","30_34","30 to 34","2033","2033",133198,,
"LTU","Lithuania","T","Total","30_34","30 to 34","2034","2034",127038,,
"LTU","Lithuania","T","Total","30_34","30 to 34","2035","2035",122222,,
"LTU","Lithuania","T","Total","30_34","30 to 34","2036","2036",119463,,
"LTU","Lithuania","T","Total","30_34","30 to 34","2037","2037",118359,,
"LTU","Lithuania","T","Total","30_34","30 to 34","2038","2038",118977,,
"LTU","Lithuania","T","Total","30_34","30 to 34","2039","2039",121555,,
"LTU","Lithuania","T","Total","30_34","30 to 34","2040","2040",124817,,
"LTU","Lithuania","T","Total","30_34","30 to 34","2041","2041",127323,,
"LTU","Lithuania","T","Total","30_34","30 to 34","2042","2042",129306,,
"LTU","Lithuania","T","Total","30_34","30 to 34","2043","2043",129924,,
"LTU","Lithuania","T","Total","30_34","30 to 34","2044","2044",129001,,
"LTU","Lithuania","T","Total","30_34","30 to 34","2045","2045",128453,,
"SVN","Slovenia","T","Total","30_34","30 to 34","2022","2022",128088,,
"SVN","Slovenia","T","Total","30_34","30 to 34","2023","2023",123452,,
"SVN","Slovenia","T","Total","30_34","30 to 34","2024","2024",119652,,
"SVN","Slovenia","T","Total","30_34","30 to 34","2025","2025",117162,,
"SVN","Slovenia","T","Total","30_34","30 to 34","2026","2026",115370,,
"SVN","Slovenia","T","Total","30_34","30 to 34","2027","2027",114458,,
"SVN","Slovenia","T","Total","30_34","30 to 34","2028","2028",113830,,
"SVN","Slovenia","T","Total","30_34","30 to 34","2029","2029",112836,,
"SVN","Slovenia","T","Total","30_34","30 to 34","2030","2030",112223,,
"SVN","Slovenia","T","Total","30_34","30 to 34","2031","2031",111571,,
"SVN","Slovenia","T","Total","30_34","30 to 34","2032","2032",110513,,
"SVN","Slovenia","T","Total","30_34","30 to 34","2033","2033",109750,,
"SVN","Slovenia","T","Total","30_34","30 to 34","2034","2034",109658,,
"SVN","Slovenia","T","Total","30_34","30 to 34","2035","2035",109832,,
"SVN","Slovenia","T","Total","30_34","30 to 34","2036","2036",110609,,
"SVN","Slovenia","T","Total","30_34","30 to 34","2037","2037",112815,,
"SVN","Slovenia","T","Total","30_34","30 to 34","2038","2038",116616,,
"SVN","Slovenia","T","Total","30_34","30 to 34","2039","2039",120977,,
"SVN","Slovenia","T","Total","30_34","30 to 34","2040","2040",125009,,
"SVN","Slovenia","T","Total","30_34","30 to 34","2041","2041",128468,,
"SVN","Slovenia","T","Total","30_34","30 to 34","2042","2042",130750,,
"SVN","Slovenia","T","Total","30_34","30 to 34","2043","2043",131181,,
"SVN","Slovenia","T","Total","30_34","30 to 34","2044","2044",130404,,
"SVN","Slovenia","T","Total","30_34","30 to 34","2045","2045",129208,,
"OECD","OECD - Total","T","Total","30_34","30 to 34","2022","2022",93952803.929361,,
"OECD","OECD - Total","T","Total","30_34","30 to 34","2023","2023",94565832.1812808,,
"OECD","OECD - Total","T","Total","30_34","30 to 34","2024","2024",94724873.3375242,,
"OECD","OECD - Total","T","Total","30_34","30 to 34","2025","2025",94409033.4898871,,
"OECD","OECD - Total","T","Total","30_34","30 to 34","2026","2026",93906018.7949142,,
"OECD","OECD - Total","T","Total","30_34","30 to 34","2027","2027",93451283.5686714,,
"OECD","OECD - Total","T","Total","30_34","30 to 34","2028","2028",93130938.9484116,,
"OECD","OECD - Total","T","Total","30_34","30 to 34","2029","2029",92820523.9049421,,
"OECD","OECD - Total","T","Total","30_34","30 to 34","2030","2030",92743867.6986494,,
"OECD","OECD - Total","T","Total","30_34","30 to 34","2031","2031",92608921.1094645,,
"OECD","OECD - Total","T","Total","30_34","30 to 34","2032","2032",92121314.0153202,,
"OECD","OECD - Total","T","Total","30_34","30 to 34","2033","2033",91566578.323463,,
"OECD","OECD - Total","T","Total","30_34","30 to 34","2034","2034",91149767.615004,,
"OECD","OECD - Total","T","Total","30_34","30 to 34","2035","2035",90626519.5158841,,
"OECD","OECD - Total","T","Total","30_34","30 to 34","2036","2036",90399730.7725945,,
"OECD","OECD - Total","T","Total","30_34","30 to 34","2037","2037",90722222.9046935,,
"OECD","OECD - Total","T","Total","30_34","30 to 34","2038","2038",91306934.9594238,,
"OECD","OECD - Total","T","Total","30_34","30 to 34","2039","2039",91661016.3105669,,
"OECD","OECD - Total","T","Total","30_34","30 to 34","2040","2040",91989255.7397833,,
"OECD","OECD - Total","T","Total","30_34","30 to 34","2041","2041",92188996.0886223,,
"OECD","OECD - Total","T","Total","30_34","30 to 34","2042","2042",92094395.1766309,,
"OECD","OECD - Total","T","Total","30_34","30 to 34","2043","2043",91775336.0360806,,
"OECD","OECD - Total","T","Total","30_34","30 to 34","2044","2044",91552278.9485563,,
"OECD","OECD - Total","T","Total","30_34","30 to 34","2045","2045",91390024.9438059,,
"AUS","Australia","T","Total","35_39","35 to 39","2022","2022",1929855,,
"AUS","Australia","T","Total","35_39","35 to 39","2023","2023",1961770,,
"AUS","Australia","T","Total","35_39","35 to 39","2024","2024",1992837,,
"AUS","Australia","T","Total","35_39","35 to 39","2025","2025",2031162,,
"AUS","Australia","T","Total","35_39","35 to 39","2026","2026",2062498,,
"AUS","Australia","T","Total","35_39","35 to 39","2027","2027",2093344,,
"AUS","Australia","T","Total","35_39","35 to 39","2028","2028",2122719,,
"AUS","Australia","T","Total","35_39","35 to 39","2029","2029",2156062,,
"AUS","Australia","T","Total","35_39","35 to 39","2030","2030",2182819,,
"AUS","Australia","T","Total","35_39","35 to 39","2031","2031",2205190,,
"AUS","Australia","T","Total","35_39","35 to 39","2032","2032",2228111,,
"AUS","Australia","T","Total","35_39","35 to 39","2033","2033",2246799,,
"AUS","Australia","T","Total","35_39","35 to 39","2034","2034",2256932,,
"AUS","Australia","T","Total","35_39","35 to 39","2035","2035",2262385,,
"AUS","Australia","T","Total","35_39","35 to 39","2036","2036",2270389,,
"AUS","Australia","T","Total","35_39","35 to 39","2037","2037",2271761,,
"AUS","Australia","T","Total","35_39","35 to 39","2038","2038",2271422,,
"AUS","Australia","T","Total","35_39","35 to 39","2039","2039",2273239,,
"AUS","Australia","T","Total","35_39","35 to 39","2040","2040",2277698,,
"AUS","Australia","T","Total","35_39","35 to 39","2041","2041",2294293,,
"AUS","Australia","T","Total","35_39","35 to 39","2042","2042",2327637,,
"AUS","Australia","T","Total","35_39","35 to 39","2043","2043",2364499,,
"AUS","Australia","T","Total","35_39","35 to 39","2044","2044",2398971,,
"AUS","Australia","T","Total","35_39","35 to 39","2045","2045",2435485,,
"AUT","Austria","T","Total","35_39","35 to 39","2022","2022",618578,,
"AUT","Austria","T","Total","35_39","35 to 39","2023","2023",623131,,
"AUT","Austria","T","Total","35_39","35 to 39","2024","2024",628767,,
"AUT","Austria","T","Total","35_39","35 to 39","2025","2025",631796,,
"AUT","Austria","T","Total","35_39","35 to 39","2026","2026",636523,,
"AUT","Austria","T","Total","35_39","35 to 39","2027","2027",641848,,
"AUT","Austria","T","Total","35_39","35 to 39","2028","2028",645144,,
"AUT","Austria","T","Total","35_39","35 to 39","2029","2029",645758,,
"AUT","Austria","T","Total","35_39","35 to 39","2030","2030",643568,,
"AUT","Austria","T","Total","35_39","35 to 39","2031","2031",638734,,
"AUT","Austria","T","Total","35_39","35 to 39","2032","2032",633438,,
"AUT","Austria","T","Total","35_39","35 to 39","2033","2033",624021,,
"AUT","Austria","T","Total","35_39","35 to 39","2034","2034",613276,,
"AUT","Austria","T","Total","35_39","35 to 39","2035","2035",603316,,
"AUT","Austria","T","Total","35_39","35 to 39","2036","2036",592551,,
"AUT","Austria","T","Total","35_39","35 to 39","2037","2037",581724,,
"AUT","Austria","T","Total","35_39","35 to 39","2038","2038",576740,,
"AUT","Austria","T","Total","35_39","35 to 39","2039","2039",573536,,
"AUT","Austria","T","Total","35_39","35 to 39","2040","2040",572372,,
"AUT","Austria","T","Total","35_39","35 to 39","2041","2041",572732,,
"AUT","Austria","T","Total","35_39","35 to 39","2042","2042",573434,,
"AUT","Austria","T","Total","35_39","35 to 39","2043","2043",573077,,
"AUT","Austria","T","Total","35_39","35 to 39","2044","2044",573413,,
"AUT","Austria","T","Total","35_39","35 to 39","2045","2045",573844,,
"BEL","Belgium","T","Total","35_39","35 to 39","2022","2022",748660,,
"BEL","Belgium","T","Total","35_39","35 to 39","2023","2023",755970,,
"BEL","Belgium","T","Total","35_39","35 to 39","2024","2024",762720,,
"BEL","Belgium","T","Total","35_39","35 to 39","2025","2025",771091,,
"BEL","Belgium","T","Total","35_39","35 to 39","2026","2026",780527,,
"BEL","Belgium","T","Total","35_39","35 to 39","2027","2027",787819,,
"BEL","Belgium","T","Total","35_39","35 to 39","2028","2028",790697,,
"BEL","Belgium","T","Total","35_39","35 to 39","2029","2029",787740,,
"BEL","Belgium","T","Total","35_39","35 to 39","2030","2030",780681,,
"BEL","Belgium","T","Total","35_39","35 to 39","2031","2031",771696,,
"BEL","Belgium","T","Total","35_39","35 to 39","2032","2032",763120,,
"BEL","Belgium","T","Total","35_39","35 to 39","2033","2033",756339,,
"BEL","Belgium","T","Total","35_39","35 to 39","2034","2034",752638,,
"BEL","Belgium","T","Total","35_39","35 to 39","2035","2035",751942,,
"BEL","Belgium","T","Total","35_39","35 to 39","2036","2036",751166,,
"BEL","Belgium","T","Total","35_39","35 to 39","2037","2037",748346,,
"BEL","Belgium","T","Total","35_39","35 to 39","2038","2038",746015,,
"BEL","Belgium","T","Total","35_39","35 to 39","2039","2039",746898,,
"BEL","Belgium","T","Total","35_39","35 to 39","2040","2040",749741,,
"BEL","Belgium","T","Total","35_39","35 to 39","2041","2041",755168,,
"BEL","Belgium","T","Total","35_39","35 to 39","2042","2042",764544,,
"BEL","Belgium","T","Total","35_39","35 to 39","2043","2043",776313,,
"BEL","Belgium","T","Total","35_39","35 to 39","2044","2044",787297,,
"BEL","Belgium","T","Total","35_39","35 to 39","2045","2045",796332,,
"CAN","Canada","T","Total","35_39","35 to 39","2022","2022",2724400,,
"CAN","Canada","T","Total","35_39","35 to 39","2023","2023",2770900,,
"CAN","Canada","T","Total","35_39","35 to 39","2024","2024",2825700,,
"CAN","Canada","T","Total","35_39","35 to 39","2025","2025",2892800,,
"CAN","Canada","T","Total","35_39","35 to 39","2026","2026",2956500,,
"CAN","Canada","T","Total","35_39","35 to 39","2027","2027",3020200,,
"CAN","Canada","T","Total","35_39","35 to 39","2028","2028",3077000,,
"CAN","Canada","T","Total","35_39","35 to 39","2029","2029",3114900,,
"CAN","Canada","T","Total","35_39","35 to 39","2030","2030",3135800,,
"CAN","Canada","T","Total","35_39","35 to 39","2031","2031",3147200,,
"CAN","Canada","T","Total","35_39","35 to 39","2032","2032",3147500,,
"CAN","Canada","T","Total","35_39","35 to 39","2033","2033",3142600,,
"CAN","Canada","T","Total","35_39","35 to 39","2034","2034",3135100,,
"CAN","Canada","T","Total","35_39","35 to 39","2035","2035",3123000,,
"CAN","Canada","T","Total","35_39","35 to 39","2036","2036",3096800,,
"CAN","Canada","T","Total","35_39","35 to 39","2037","2037",3060400,,
"CAN","Canada","T","Total","35_39","35 to 39","2038","2038",3031900,,
"CAN","Canada","T","Total","35_39","35 to 39","2039","2039",3017400,,
"CAN","Canada","T","Total","35_39","35 to 39","2040","2040",3001400,,
"CAN","Canada","T","Total","35_39","35 to 39","2041","2041",3009900,,
"CAN","Canada","T","Total","35_39","35 to 39","2042","2042",3050300,,
"CAN","Canada","T","Total","35_39","35 to 39","2043","2043",3098700,,
"CAN","Canada","T","Total","35_39","35 to 39","2044","2044",3137400,,
"CAN","Canada","T","Total","35_39","35 to 39","2045","2045",3176400,,
"CZE","Czechia","T","Total","35_39","35 to 39","2022","2022",726380,,
"CZE","Czechia","T","Total","35_39","35 to 39","2023","2023",743556,,
"CZE","Czechia","T","Total","35_39","35 to 39","2024","2024",747092,,
"CZE","Czechia","T","Total","35_39","35 to 39","2025","2025",745100,,
"CZE","Czechia","T","Total","35_39","35 to 39","2026","2026",744231,,
"CZE","Czechia","T","Total","35_39","35 to 39","2027","2027",741210,,
"CZE","Czechia","T","Total","35_39","35 to 39","2028","2028",731962,,
"CZE","Czechia","T","Total","35_39","35 to 39","2029","2029",715851,,
"CZE","Czechia","T","Total","35_39","35 to 39","2030","2030",690406,,
"CZE","Czechia","T","Total","35_39","35 to 39","2031","2031",656690,,
"CZE","Czechia","T","Total","35_39","35 to 39","2032","2032",624097,,
"CZE","Czechia","T","Total","35_39","35 to 39","2033","2033",594972,,
"CZE","Czechia","T","Total","35_39","35 to 39","2034","2034",572084,,
"CZE","Czechia","T","Total","35_39","35 to 39","2035","2035",561621,,
"CZE","Czechia","T","Total","35_39","35 to 39","2036","2036",560031,,
